gender,tenure,service_1,service_2,tariff,expencies,RESULT
F,40,Yes,Yes,PRE,84.85,Yes
F,2,Yes,No,PRE,65.7,Yes
M,54,Yes,Yes,POST,63.35,No
F,14,Yes,No,PRE,50.1,No
F,1,Yes,No,PRE,70.5,Yes
F,10,Yes,Yes,PRE,94.85,Yes
F,1,Yes,No,PRE,50.15,No
M,1,Yes,No,PRE,19.75,Yes
M,56,Yes,Yes,POST,64.65,No
F,68,Yes,No,POST,79.6,No
F,14,Yes,No,POST,19.5,No
M,68,Yes,No,POST,99.55,No
M,55,Yes,Yes,PRE,74,No
F,16,No,No,PRE,38.9,No
M,9,Yes,No,PRE,79.55,No
M,14,Yes,No,PRE,65.45,Yes
M,58,Yes,Yes,PRE,98.7,Yes
M,53,No,No,PRE,46.3,No
M,70,Yes,Yes,POST,99.35,No
F,14,Yes,Yes,PRE,95.8,No
M,22,Yes,No,POST,67.5,Yes
F,10,Yes,Yes,PRE,78.15,No
F,29,Yes,Yes,POST,26.1,No
F,1,Yes,No,PRE,69.6,Yes
M,49,Yes,Yes,POST,84.35,Yes
F,68,Yes,Yes,PRE,100.2,Yes
F,1,Yes,No,PRE,78.05,Yes
F,30,No,No,POST,40.35,No
F,72,Yes,Yes,POST,79.2,No
F,10,Yes,No,PRE,20.9,No
M,7,Yes,Yes,PRE,73.6,Yes
F,9,Yes,Yes,PRE,74.75,Yes
F,1,Yes,No,PRE,49.9,No
F,20,Yes,Yes,PRE,68.9,No
F,1,Yes,No,PRE,20.25,No
F,29,Yes,Yes,PRE,76,No
M,1,Yes,No,PRE,74,No
M,3,Yes,No,PRE,82.3,No
F,20,Yes,No,PRE,89.4,No
M,64,Yes,No,PRE,99.15,No
M,1,Yes,No,PRE,20.2,Yes
F,6,No,No,PRE,29.45,No
M,50,Yes,No,POST,19.8,No
M,6,Yes,No,PRE,59.15,No
M,7,Yes,No,PRE,44.75,No
M,72,Yes,Yes,POST,90.8,No
M,8,Yes,No,PRE,49.55,No
F,67,Yes,Yes,POST,106.7,No
F,24,Yes,Yes,PRE,93.55,Yes
F,72,Yes,Yes,POST,94.45,No
M,33,Yes,No,POST,19.45,No
M,2,No,No,PRE,25.05,Yes
M,70,Yes,No,POST,67.95,No
F,22,Yes,No,POST,65.25,No
F,59,Yes,Yes,PRE,99.45,No
M,36,Yes,No,POST,20.35,No
F,51,Yes,No,POST,19.95,No
M,53,Yes,Yes,POST,77.4,No
F,20,Yes,No,POST,19.7,No
M,63,Yes,No,POST,99.7,No
F,40,Yes,No,PRE,74.8,No
M,35,Yes,No,POST,19.15,No
M,26,Yes,No,POST,78.95,No
M,27,Yes,Yes,PRE,95.55,Yes
M,53,Yes,No,POST,62.85,No
M,34,Yes,No,PRE,71.55,No
F,19,Yes,Yes,PRE,94.95,No
M,43,Yes,No,PRE,86.1,No
M,6,Yes,No,PRE,19.55,No
M,56,Yes,Yes,POST,24.8,No
M,57,No,No,PRE,39.3,Yes
M,34,Yes,No,PRE,84.05,No
F,10,No,No,PRE,36.25,No
F,1,Yes,No,PRE,20.25,Yes
F,13,No,No,PRE,23.9,Yes
M,56,Yes,Yes,PRE,98.6,No
F,55,Yes,Yes,PRE,103.65,No
F,36,Yes,Yes,POST,92.9,No
M,47,Yes,No,POST,19.9,No
F,12,Yes,No,PRE,20.1,No
F,1,Yes,No,PRE,85.45,Yes
M,24,Yes,Yes,PRE,80.5,No
F,63,Yes,Yes,POST,99.9,Yes
F,35,No,No,PRE,39.85,No
F,67,Yes,No,POST,60.5,No
M,25,Yes,Yes,PRE,84.8,Yes
M,21,Yes,Yes,PRE,103.85,No
F,13,Yes,No,PRE,67.8,No
M,35,Yes,Yes,PRE,75.2,Yes
M,71,Yes,Yes,POST,24.85,No
F,29,Yes,No,PRE,19.35,No
M,71,No,No,POST,49.35,Yes
M,7,Yes,No,PRE,89,No
F,57,No,No,PRE,55,No
M,65,Yes,Yes,POST,76.15,No
M,27,Yes,No,POST,20.3,No
M,6,Yes,Yes,PRE,74.9,Yes
F,72,Yes,Yes,POST,117.35,No
M,1,Yes,No,PRE,19.75,No
M,11,Yes,No,PRE,45.2,No
M,39,Yes,Yes,POST,25.2,No
F,59,Yes,Yes,PRE,89.75,No
M,26,Yes,No,POST,75,No
M,2,Yes,No,PRE,49.95,No
F,72,No,No,POST,65.7,No
M,65,Yes,Yes,POST,67.05,No
M,72,Yes,Yes,POST,110.9,No
M,6,Yes,Yes,PRE,87.95,No
M,32,Yes,No,POST,19.8,No
F,50,Yes,Yes,POST,75.7,No
M,61,No,No,POST,62.15,No
F,15,Yes,No,PRE,101.25,Yes
M,72,Yes,Yes,POST,115.15,No
M,9,Yes,No,PRE,18.95,Yes
F,1,Yes,No,PRE,19.5,No
F,12,Yes,Yes,PRE,86.55,No
F,37,No,No,PRE,28.6,Yes
M,61,Yes,No,POST,20.4,No
M,18,Yes,No,POST,19.8,No
M,21,Yes,No,PRE,45.65,No
M,68,No,No,POST,56.4,No
M,12,Yes,Yes,PRE,73.3,No
F,2,No,No,PRE,24.35,Yes
F,62,Yes,Yes,PRE,101.35,No
F,29,Yes,Yes,PRE,98.65,Yes
M,1,No,No,PRE,33.6,No
M,5,Yes,Yes,PRE,79.9,Yes
F,1,Yes,No,PRE,20.7,No
M,62,Yes,Yes,POST,104.05,No
F,36,Yes,No,POST,20.25,No
F,28,Yes,Yes,PRE,103.3,Yes
F,69,Yes,Yes,POST,73.7,No
F,11,Yes,Yes,PRE,96.2,Yes
F,63,Yes,Yes,PRE,108.75,No
M,23,Yes,No,POST,20.15,No
M,10,Yes,No,PRE,19.75,No
F,71,Yes,Yes,POST,25.95,No
F,45,Yes,Yes,PRE,70.05,No
F,70,Yes,Yes,POST,24.05,No
F,22,Yes,Yes,PRE,84.75,No
F,52,Yes,Yes,POST,23.05,No
M,55,Yes,Yes,POST,104.15,Yes
F,65,No,No,POST,59.95,No
F,72,Yes,No,POST,19.55,No
M,10,Yes,No,POST,19.6,No
F,7,Yes,No,POST,20.05,No
M,5,Yes,No,PRE,85.55,No
F,24,Yes,Yes,POST,78.6,No
F,72,Yes,Yes,POST,116.8,No
M,21,No,No,PRE,43.55,No
M,69,No,No,POST,60.8,No
M,44,Yes,No,PRE,54.9,No
F,61,Yes,Yes,POST,65.2,No
M,24,Yes,Yes,PRE,102.95,Yes
F,1,Yes,No,PRE,90.6,Yes
F,6,Yes,No,PRE,50.8,Yes
M,4,Yes,Yes,PRE,90.05,Yes
M,72,Yes,Yes,POST,108.2,No
M,72,Yes,Yes,POST,92,No
M,14,Yes,Yes,PRE,75.1,No
M,7,Yes,Yes,PRE,25.05,No
F,48,Yes,No,POST,75.15,No
M,55,Yes,No,POST,19.5,No
M,1,Yes,No,PRE,19.3,No
M,45,Yes,No,POST,112.2,No
M,3,Yes,No,PRE,70.3,No
F,71,Yes,No,POST,19.6,No
M,8,Yes,No,PRE,20.25,No
F,3,Yes,Yes,PRE,75.85,Yes
M,69,Yes,No,POST,80.65,No
M,1,Yes,No,PRE,68.5,Yes
F,72,Yes,Yes,POST,115.75,No
M,11,Yes,No,PRE,73.5,Yes
M,71,Yes,Yes,POST,80.6,No
F,1,Yes,No,PRE,69.95,Yes
F,33,No,No,POST,59.55,No
F,16,Yes,No,POST,19.05,No
F,56,Yes,Yes,POST,95.65,No
F,1,Yes,No,PRE,19.95,No
M,5,Yes,No,PRE,70.05,Yes
M,57,Yes,No,POST,19.4,No
M,56,No,No,POST,36.1,No
M,8,Yes,Yes,PRE,94,Yes
F,22,Yes,No,PRE,61.15,Yes
F,1,Yes,No,PRE,19.75,No
F,40,Yes,No,PRE,64.1,No
M,46,Yes,No,POST,19.75,No
M,63,Yes,No,POST,19.7,No
M,68,Yes,Yes,POST,110.2,No
M,69,Yes,No,POST,106.35,No
F,56,Yes,Yes,PRE,90.55,No
F,10,Yes,No,POST,65.9,No
M,63,Yes,Yes,POST,104.5,No
F,24,No,No,POST,52.5,No
F,19,Yes,Yes,PRE,56.1,No
M,22,Yes,Yes,PRE,88.75,No
M,29,Yes,Yes,PRE,84.45,Yes
M,13,Yes,Yes,POST,75.3,Yes
F,70,Yes,Yes,POST,26,No
F,49,Yes,No,PRE,99.4,No
F,43,Yes,Yes,POST,109.55,Yes
F,3,Yes,No,PRE,19.6,Yes
M,42,Yes,No,POST,73.15,No
M,57,Yes,No,POST,54.65,No
M,2,Yes,No,PRE,66.4,Yes
F,72,Yes,Yes,POST,115.55,No
F,46,Yes,Yes,PRE,104.45,No
M,66,Yes,Yes,PRE,100.05,Yes
M,62,Yes,Yes,POST,102,Yes
F,72,Yes,Yes,POST,91.15,No
M,35,Yes,No,POST,89.7,No
M,17,Yes,Yes,PRE,90.2,Yes
F,72,Yes,Yes,POST,92.4,No
F,28,Yes,No,POST,19.9,No
M,56,Yes,Yes,POST,25.15,Yes
F,31,Yes,Yes,PRE,79.85,Yes
M,45,Yes,No,POST,18.85,No
F,1,Yes,Yes,PRE,25.75,No
F,2,Yes,No,PRE,49.6,Yes
F,6,Yes,No,PRE,20.95,No
F,48,Yes,No,POST,97.05,No
M,25,Yes,Yes,PRE,25.4,No
M,64,Yes,No,POST,19.7,No
M,50,No,No,PRE,35,No
F,52,Yes,Yes,POST,101.25,No
M,4,Yes,No,PRE,70.2,No
F,32,Yes,No,PRE,90.95,No
M,45,Yes,Yes,POST,73.85,No
M,9,Yes,Yes,PRE,88.05,No
F,66,Yes,Yes,POST,105.95,Yes
M,3,Yes,Yes,PRE,91.85,Yes
F,54,Yes,No,POST,20.1,No
F,1,No,No,PRE,40.1,Yes
F,64,Yes,Yes,POST,110.3,No
F,31,Yes,Yes,PRE,73.9,Yes
F,14,Yes,No,PRE,89.8,Yes
F,12,Yes,No,POST,85.15,No
M,67,Yes,No,POST,60.95,No
F,35,Yes,Yes,PRE,72.25,Yes
F,45,Yes,Yes,POST,73.55,No
M,10,Yes,No,PRE,46,No
F,29,Yes,Yes,PRE,58.55,No
F,24,Yes,Yes,POST,24.6,No
M,66,Yes,No,POST,19.75,No
M,51,Yes,No,POST,86.35,No
F,45,Yes,Yes,POST,25.5,No
F,49,Yes,No,POST,19,No
F,29,Yes,No,POST,19.55,No
M,40,Yes,Yes,PRE,110.1,No
F,37,Yes,Yes,PRE,96.55,Yes
M,25,Yes,No,PRE,69.75,No
F,22,No,No,PRE,50.6,No
M,72,No,No,POST,65.6,No
F,7,No,No,PRE,40.1,Yes
M,33,Yes,No,POST,82.1,No
F,23,Yes,No,PRE,79.1,No
M,24,Yes,Yes,PRE,101.25,Yes
F,1,Yes,No,PRE,79.55,Yes
M,69,Yes,Yes,POST,90.65,No
F,3,Yes,No,POST,20.55,No
M,56,Yes,No,POST,75.75,No
M,65,Yes,Yes,POST,110,No
M,71,Yes,No,POST,20.85,No
F,14,Yes,Yes,PRE,80.35,No
F,2,Yes,No,PRE,70.15,No
F,32,Yes,Yes,POST,84.05,Yes
M,40,Yes,No,PRE,67.45,No
M,1,Yes,No,PRE,20.75,No
M,1,Yes,No,PRE,89.1,Yes
F,7,Yes,No,PRE,69.9,No
F,15,Yes,Yes,PRE,51.1,No
F,17,Yes,Yes,PRE,94.4,Yes
M,19,Yes,No,PRE,78.25,Yes
M,71,Yes,Yes,POST,25.55,No
F,54,Yes,Yes,POST,60,No
M,31,Yes,Yes,PRE,90.55,No
F,11,Yes,No,PRE,76.4,No
F,18,Yes,No,PRE,84.95,No
F,72,Yes,Yes,POST,110.1,No
F,71,Yes,Yes,PRE,99.65,No
M,5,No,No,PRE,45.4,No
M,38,Yes,Yes,POST,69,No
M,5,Yes,No,PRE,48.65,No
M,2,Yes,No,PRE,44.15,Yes
F,52,Yes,Yes,POST,59.85,No
F,8,Yes,Yes,PRE,75.75,Yes
F,68,Yes,Yes,POST,80.65,No
M,69,Yes,No,POST,20.55,No
F,42,Yes,Yes,PRE,66.4,No
F,50,Yes,No,POST,100.2,No
F,1,Yes,No,PRE,19.1,Yes
M,1,Yes,Yes,PRE,80.3,Yes
M,33,Yes,No,PRE,44.55,No
F,7,Yes,No,PRE,20.35,No
M,64,Yes,Yes,PRE,91.8,No
F,1,Yes,No,PRE,74.9,Yes
M,59,Yes,No,POST,20.2,No
F,6,Yes,Yes,PRE,50.35,No
F,3,Yes,No,PRE,18.8,No
F,15,Yes,No,PRE,20.45,No
M,13,Yes,No,POST,64.75,No
F,23,Yes,Yes,PRE,98.7,No
M,31,Yes,Yes,PRE,89.45,No
M,29,Yes,No,POST,58.75,No
F,49,Yes,No,POST,20.7,No
F,56,Yes,Yes,PRE,85.6,No
F,63,Yes,Yes,POST,80.3,No
M,63,Yes,Yes,POST,79.8,No
M,24,Yes,Yes,PRE,79.85,No
M,36,Yes,No,POST,54.1,No
F,9,Yes,No,PRE,80.85,Yes
M,3,No,No,PRE,24.75,Yes
F,21,Yes,No,POST,80.9,No
M,13,Yes,Yes,POST,24.5,No
M,1,Yes,No,PRE,20.15,No
F,25,Yes,No,POST,20.05,No
M,71,Yes,No,POST,19.6,No
M,66,Yes,Yes,POST,114.3,No
F,45,Yes,No,POST,100.3,No
F,22,Yes,No,PRE,80,No
F,67,Yes,No,POST,20.85,No
F,68,Yes,Yes,POST,89.95,No
F,0,Yes,No,POST,20,No
F,49,Yes,Yes,PRE,90.85,Yes
F,4,Yes,Yes,PRE,48.75,No
M,63,Yes,Yes,POST,80,No
F,2,Yes,No,PRE,79.7,Yes
M,21,Yes,No,POST,20.35,No
M,55,Yes,No,POST,57.55,Yes
M,1,Yes,No,PRE,20.25,No
F,17,Yes,No,POST,19.4,No
M,30,Yes,Yes,PRE,100.4,No
M,22,Yes,No,PRE,57.95,No
F,9,Yes,No,PRE,59.5,No
M,1,Yes,No,PRE,19.2,No
F,21,Yes,Yes,PRE,86.5,Yes
M,19,Yes,Yes,PRE,59.55,No
F,69,Yes,Yes,PRE,103.95,Yes
M,1,No,No,PRE,25.1,Yes
F,72,Yes,Yes,POST,103.95,No
M,70,Yes,Yes,POST,68.95,No
F,66,Yes,Yes,PRE,103.1,No
F,7,No,No,PRE,24.7,No
F,46,Yes,Yes,PRE,110.2,No
M,39,No,No,PRE,48.95,Yes
F,32,Yes,Yes,PRE,62.45,No
M,24,Yes,No,PRE,89.55,No
M,6,Yes,No,PRE,83.55,Yes
F,37,Yes,Yes,PRE,78.9,No
M,8,Yes,No,PRE,20.35,No
F,72,Yes,Yes,POST,71.45,No
M,71,No,No,POST,46.35,No
F,16,Yes,No,PRE,94.65,No
F,57,No,No,PRE,49.9,No
M,66,Yes,Yes,POST,25.45,No
F,17,Yes,No,PRE,89.15,Yes
F,21,Yes,No,PRE,20.75,No
M,66,Yes,Yes,POST,66.1,No
F,17,Yes,Yes,PRE,75.4,No
M,1,Yes,No,PRE,70.45,Yes
M,58,Yes,No,POST,60.3,Yes
F,8,Yes,No,PRE,21.05,No
M,27,Yes,No,POST,69.35,No
M,34,Yes,Yes,PRE,88.85,No
M,30,Yes,No,POST,97,No
M,33,Yes,No,PRE,66.4,No
M,1,No,No,PRE,24.75,Yes
M,14,Yes,Yes,PRE,69.2,No
F,16,Yes,Yes,POST,79.5,No
F,49,Yes,No,POST,100.65,No
M,19,Yes,Yes,PRE,103.3,Yes
F,70,Yes,Yes,POST,79.7,No
F,32,Yes,No,PRE,61.4,No
F,18,Yes,No,PRE,69.8,No
M,37,No,No,POST,40.55,No
F,4,Yes,Yes,PRE,75.65,No
F,16,Yes,Yes,PRE,90.7,No
M,17,Yes,Yes,PRE,80.5,No
F,19,Yes,No,PRE,60.6,No
M,60,Yes,Yes,POST,101.15,No
M,51,Yes,Yes,POST,24.95,No
M,28,Yes,No,POST,20.3,No
M,43,Yes,No,POST,60,No
M,42,Yes,No,POST,20.25,No
M,3,Yes,No,PRE,78.5,Yes
F,1,Yes,No,PRE,44.75,No
F,3,Yes,No,PRE,19.85,Yes
F,63,Yes,Yes,POST,98,No
M,3,Yes,No,PRE,79.9,Yes
M,68,Yes,Yes,PRE,107.7,No
F,30,Yes,Yes,PRE,99.7,Yes
F,60,Yes,Yes,POST,104.7,No
M,15,Yes,Yes,PRE,58.6,Yes
M,45,Yes,Yes,PRE,93.9,No
F,70,Yes,No,POST,86.45,No
M,10,Yes,Yes,PRE,98.5,Yes
M,4,Yes,No,PRE,19.4,No
F,1,Yes,No,PRE,50.45,Yes
F,68,Yes,Yes,POST,24.95,No
M,22,Yes,No,PRE,75,No
M,38,Yes,Yes,PRE,94.65,Yes
F,1,Yes,Yes,PRE,100.25,Yes
M,18,Yes,No,PRE,78.2,No
M,29,Yes,No,PRE,94.2,No
F,16,Yes,Yes,PRE,88.45,Yes
M,1,Yes,No,PRE,69.85,Yes
M,12,Yes,No,PRE,81.7,Yes
M,31,No,No,POST,50.05,No
M,4,Yes,No,PRE,79.9,Yes
F,48,Yes,Yes,POST,69.55,No
F,15,Yes,Yes,PRE,25.4,Yes
M,50,Yes,No,POST,90.1,No
M,7,Yes,No,PRE,44.65,No
M,41,Yes,Yes,PRE,83.75,Yes
M,68,Yes,No,POST,80.35,No
F,26,Yes,Yes,PRE,98.1,No
M,57,No,No,POST,53.35,No
F,3,Yes,No,PRE,19.55,No
F,1,Yes,No,PRE,20.9,Yes
M,19,Yes,No,POST,48.95,No
F,3,Yes,No,PRE,54.2,No
F,59,Yes,Yes,POST,24.45,No
F,1,Yes,No,PRE,69.4,Yes
M,42,No,No,PRE,40.15,No
F,7,Yes,Yes,PRE,74.9,Yes
M,67,Yes,Yes,POST,25.6,No
M,1,Yes,No,PRE,70.35,No
M,66,Yes,Yes,POST,91.7,No
F,61,Yes,Yes,PRE,89.2,No
M,4,Yes,Yes,POST,24.1,No
F,42,Yes,No,PRE,74.15,Yes
F,64,Yes,Yes,POST,53.85,No
F,54,Yes,Yes,POST,115.6,No
M,1,Yes,No,PRE,19.75,No
M,54,Yes,Yes,POST,24.05,No
F,18,Yes,Yes,POST,25.3,No
M,3,Yes,No,PRE,84.3,No
F,1,Yes,No,PRE,70.1,Yes
F,72,Yes,Yes,POST,89.75,No
M,60,Yes,No,POST,97.95,No
F,11,Yes,No,POST,20,No
F,12,Yes,Yes,PRE,78.3,Yes
M,61,Yes,No,POST,103.9,No
F,39,Yes,No,POST,20.7,No
M,55,Yes,Yes,PRE,96.8,Yes
F,17,Yes,Yes,PRE,94.4,Yes
M,37,Yes,No,POST,20.15,No
F,72,Yes,Yes,POST,26,No
M,72,Yes,Yes,POST,77.35,No
F,8,Yes,No,PRE,66.05,No
F,22,Yes,No,PRE,19.9,No
F,1,Yes,No,PRE,84.3,Yes
F,38,Yes,Yes,PRE,68.15,No
M,17,Yes,No,POST,80.85,No
F,70,Yes,Yes,POST,75.5,No
F,72,Yes,Yes,POST,92.45,Yes
F,28,Yes,No,PRE,80.6,No
F,15,Yes,No,PRE,83.2,No
M,72,Yes,Yes,POST,87.55,No
F,11,Yes,Yes,PRE,99.55,Yes
M,8,Yes,Yes,PRE,81.25,Yes
F,57,Yes,Yes,POST,109.4,No
M,1,Yes,No,PRE,19.95,Yes
F,46,No,No,PRE,45.55,No
M,30,Yes,No,POST,20.7,No
M,10,Yes,No,PRE,75.3,No
M,23,Yes,Yes,PRE,99.25,Yes
M,32,Yes,No,PRE,93.4,No
M,13,Yes,No,PRE,73.75,No
F,39,Yes,No,POST,80.45,Yes
F,44,Yes,No,PRE,88.15,No
M,9,Yes,No,PRE,49.2,No
F,67,Yes,No,POST,19.65,No
M,9,Yes,Yes,PRE,79.35,Yes
F,15,Yes,Yes,PRE,79.75,Yes
F,71,Yes,Yes,POST,105.15,No
M,1,Yes,No,PRE,49,No
F,30,Yes,Yes,PRE,100.05,Yes
M,1,Yes,No,PRE,69.35,Yes
M,17,No,No,PRE,49.8,No
F,3,Yes,No,PRE,85.8,Yes
M,67,Yes,Yes,POST,79.7,Yes
M,1,Yes,No,PRE,20.95,No
F,1,Yes,Yes,PRE,50.55,Yes
F,32,Yes,Yes,PRE,79.3,No
M,41,Yes,No,POST,19.5,No
M,1,Yes,No,PRE,80.55,Yes
F,1,Yes,No,PRE,44.15,No
F,12,Yes,Yes,PRE,84.5,Yes
M,62,Yes,Yes,PRE,105.5,No
F,22,Yes,No,PRE,84.3,Yes
F,17,Yes,Yes,PRE,92.7,No
F,72,Yes,Yes,POST,26.25,No
M,56,Yes,Yes,PRE,96.95,No
F,9,Yes,No,PRE,20.45,No
M,72,Yes,Yes,POST,115.8,No
M,20,Yes,No,PRE,108.2,No
M,19,Yes,No,POST,20.2,No
M,2,Yes,No,PRE,67.75,Yes
M,53,No,No,POST,54.9,No
F,27,Yes,Yes,PRE,85.25,Yes
M,6,Yes,No,PRE,20.15,No
M,9,Yes,Yes,POST,90.35,No
F,8,Yes,Yes,PRE,55.75,No
F,71,Yes,Yes,POST,114.6,No
F,10,Yes,Yes,PRE,80.05,Yes
M,1,Yes,No,PRE,20,Yes
F,71,No,No,POST,66.8,No
M,68,Yes,No,POST,100.3,No
M,34,Yes,Yes,PRE,105.35,No
M,26,Yes,No,POST,85.2,No
F,22,Yes,No,PRE,48.8,Yes
M,7,Yes,No,PRE,18.95,No
F,20,Yes,No,PRE,69.8,No
F,60,Yes,Yes,PRE,106.15,No
M,72,Yes,No,POST,20.55,No
F,72,Yes,Yes,POST,105.75,No
M,4,Yes,Yes,PRE,25.25,No
M,16,Yes,No,PRE,19.75,No
F,62,Yes,Yes,POST,104.85,No
F,10,Yes,No,PRE,60.95,No
M,31,Yes,Yes,PRE,81.15,No
F,71,Yes,No,POST,19.1,No
M,58,Yes,No,POST,20.8,No
M,70,Yes,Yes,POST,90.15,No
F,71,Yes,Yes,POST,90.1,No
M,69,Yes,Yes,POST,74.1,No
F,1,Yes,Yes,PRE,85.05,Yes
F,72,Yes,Yes,POST,118.75,No
F,26,Yes,No,PRE,85.9,No
F,33,Yes,Yes,PRE,95,No
F,10,Yes,No,POST,20.15,No
F,57,Yes,Yes,POST,101.3,No
F,10,Yes,No,PRE,21.2,No
F,39,Yes,Yes,POST,24.2,No
F,11,Yes,No,PRE,20.3,No
F,21,Yes,No,PRE,102.8,Yes
F,68,Yes,Yes,POST,85.3,No
M,18,Yes,Yes,POST,89.6,No
F,6,Yes,No,PRE,99.95,Yes
M,18,Yes,Yes,PRE,56.25,No
F,52,Yes,No,POST,50.95,No
M,56,Yes,Yes,POST,115.85,No
M,45,Yes,Yes,PRE,103.65,No
F,67,Yes,Yes,POST,26.1,No
M,3,No,No,PRE,35.1,No
M,65,Yes,No,PRE,99.1,No
M,63,Yes,Yes,POST,67.25,No
F,11,Yes,Yes,POST,25,No
M,1,Yes,No,PRE,59.55,No
M,55,Yes,Yes,POST,77.8,No
M,25,Yes,Yes,POST,55.1,No
M,72,Yes,Yes,POST,117.8,Yes
F,72,Yes,Yes,POST,24.15,No
F,65,No,No,POST,45.25,No
F,54,Yes,Yes,PRE,79.5,Yes
M,7,Yes,No,PRE,20.25,No
F,72,Yes,Yes,POST,64.75,No
M,21,Yes,No,PRE,54.6,No
F,2,Yes,No,PRE,20.7,No
M,4,Yes,No,PRE,94.75,No
M,3,Yes,Yes,PRE,79.65,Yes
M,72,Yes,Yes,POST,115.8,No
F,6,Yes,No,PRE,49.45,No
M,52,Yes,No,PRE,83.8,No
M,69,Yes,Yes,PRE,95.35,No
M,8,Yes,No,PRE,94.7,Yes
F,8,Yes,No,PRE,74.05,No
F,63,Yes,Yes,PRE,89.6,No
M,60,Yes,Yes,POST,116.6,No
F,12,Yes,No,PRE,54.2,No
F,13,Yes,No,PRE,19.3,No
M,22,Yes,Yes,PRE,65.05,No
M,5,Yes,Yes,PRE,92.5,Yes
F,1,Yes,No,PRE,19.45,Yes
F,72,Yes,Yes,POST,24.05,No
F,2,Yes,No,PRE,18.75,No
F,40,Yes,No,POST,20.15,No
M,44,Yes,No,POST,20,No
M,71,Yes,No,POST,71,No
F,2,Yes,Yes,PRE,75.55,Yes
M,26,Yes,Yes,PRE,93.6,No
M,1,Yes,No,PRE,70,Yes
F,1,No,No,PRE,24.4,No
M,65,Yes,No,POST,74.8,Yes
M,3,Yes,Yes,PRE,65.25,No
M,13,Yes,No,PRE,50.55,No
F,33,Yes,Yes,PRE,104.4,Yes
F,1,Yes,No,PRE,70.7,No
M,4,Yes,No,PRE,45.25,No
M,2,Yes,No,PRE,70.3,No
M,72,Yes,Yes,POST,108.95,No
F,37,Yes,Yes,PRE,26.45,No
F,15,Yes,No,PRE,86.2,Yes
F,23,Yes,No,POST,19.65,No
F,30,No,No,PRE,51.2,Yes
F,42,Yes,No,POST,19.05,No
F,32,Yes,Yes,POST,74.75,No
F,22,Yes,Yes,PRE,75.8,No
M,42,No,No,PRE,25.1,No
F,8,Yes,No,PRE,44.45,No
F,65,Yes,Yes,POST,104.3,No
F,2,Yes,No,PRE,19.5,Yes
F,70,Yes,Yes,POST,89,No
M,22,Yes,No,PRE,20.15,No
F,4,Yes,Yes,PRE,74.9,Yes
F,2,Yes,Yes,PRE,74.9,Yes
F,67,No,No,POST,36.15,No
F,25,Yes,No,PRE,19.2,No
F,20,Yes,No,PRE,19.25,No
F,2,Yes,No,PRE,61.2,No
M,51,Yes,No,POST,20.45,No
F,46,No,No,PRE,35.05,No
F,25,Yes,Yes,PRE,100.25,Yes
M,13,Yes,No,PRE,44,No
F,25,Yes,Yes,PRE,102.8,Yes
M,26,Yes,No,POST,50.35,No
M,43,Yes,Yes,POST,100,Yes
M,19,Yes,No,PRE,20,No
M,10,Yes,No,PRE,99.85,Yes
F,2,Yes,Yes,PRE,94.2,Yes
F,72,Yes,Yes,POST,86.4,No
M,18,Yes,Yes,PRE,58.4,No
M,9,Yes,Yes,PRE,83.85,Yes
F,27,Yes,Yes,PRE,88.3,Yes
M,24,Yes,Yes,PRE,94.1,No
M,69,Yes,No,POST,104.05,Yes
F,46,Yes,Yes,POST,108.9,No
F,72,Yes,Yes,POST,107.4,No
M,22,Yes,No,PRE,94.7,Yes
F,70,Yes,Yes,PRE,90.85,No
F,2,Yes,No,PRE,19.9,No
M,31,Yes,No,PRE,66.4,No
F,56,Yes,Yes,PRE,100.65,Yes
F,16,Yes,No,PRE,100.7,No
M,52,Yes,Yes,POST,25.6,No
M,13,Yes,No,PRE,19.85,No
F,35,Yes,No,POST,20.75,No
F,59,Yes,No,POST,95.8,No
M,72,Yes,No,PRE,94.65,No
F,66,Yes,Yes,POST,80.55,Yes
F,49,Yes,Yes,POST,106.65,No
F,2,Yes,No,PRE,45.85,No
M,21,Yes,Yes,PRE,104.35,No
M,54,No,No,POST,55.45,No
M,24,Yes,Yes,PRE,78.85,Yes
M,1,Yes,Yes,PRE,61.15,No
M,6,Yes,No,PRE,78.95,No
F,1,Yes,No,PRE,44.45,Yes
M,49,Yes,Yes,POST,109.2,No
F,56,Yes,No,POST,61.3,No
F,56,Yes,Yes,PRE,96.85,No
F,6,No,No,POST,40.55,No
M,32,Yes,No,POST,19.8,No
M,50,Yes,Yes,POST,108.25,No
M,58,Yes,Yes,POST,105.05,No
F,65,Yes,Yes,POST,90.45,No
F,64,Yes,Yes,POST,86.4,No
F,66,Yes,Yes,POST,66.9,No
M,38,Yes,Yes,POST,110.7,No
F,20,Yes,No,POST,20,No
M,36,Yes,Yes,PRE,84.9,Yes
M,64,Yes,Yes,POST,102.1,No
M,1,Yes,No,PRE,20.25,Yes
F,60,Yes,No,POST,70.15,No
M,1,Yes,No,PRE,74.35,Yes
F,50,Yes,Yes,POST,80.05,No
M,1,Yes,Yes,PRE,62.05,Yes
F,72,No,No,POST,49.2,No
M,60,Yes,No,POST,20.5,No
M,46,No,No,POST,38.25,No
F,69,No,No,POST,54.95,No
M,31,Yes,Yes,PRE,96.6,No
M,19,Yes,No,POST,19.9,No
